###############################################
# file created at: Thu Sep  2 20:16:30 2021

# Cylinder map info
# center = (0, 0, 0)
# radius = 0.007
# height = 0.026
# cubelen = 0.0005
# xy num = 616
# z num = 52
# cirnum*heinum = 32032

# Z0 coil info
# center = (0, 0, 0)
# radius = 0.4
# gap = 0.6
# winding = 1
# current = 16012.8
###############################################

# x	y	z	Bx	By	Bz
-0.00675 -0.00175 -0.01275 4.01907e-05 1.04194e-05 0.05016138167
-0.00675 -0.00125 -0.01275 4.019e-05 7.44188e-06 0.0501610332
-0.00675 -0.00075 -0.01275 4.01896e-05 4.46559e-06 0.05016080088
-0.00675 -0.00025 -0.01275 4.01893e-05 1.48868e-06 0.05016068473
-0.00675 0.00025 -0.01275 4.01895e-05 -1.4889e-06 0.05016068473
-0.00675 0.00075 -0.01275 4.01893e-05 -4.46556e-06 0.05016080088
-0.00675 0.00125 -0.01275 4.019e-05 -7.44212e-06 0.0501610332
-0.00675 0.00175 -0.01275 4.01907e-05 -1.04195e-05 0.05016138167
-0.00625 -0.00275 -0.01275 3.72127e-05 1.63735e-05 0.05016091694
-0.00625 -0.00225 -0.01275 3.72115e-05 1.33956e-05 0.05016033617
-0.00625 -0.00175 -0.01275 3.72107e-05 1.04189e-05 0.05015987157
-0.00625 -0.00125 -0.01275 3.72108e-05 7.44218e-06 0.05015952312
-0.00625 -0.00075 -0.01275 3.72096e-05 4.46527e-06 0.05015929083
-0.00625 -0.00025 -0.01275 3.72096e-05 1.48791e-06 0.05015917468
-0.00625 0.00025 -0.01275 3.72095e-05 -1.4884e-06 0.05015917468
-0.00625 0.00075 -0.01275 3.72096e-05 -4.46504e-06 0.05015929083
-0.00625 0.00125 -0.01275 3.72102e-05 -7.44206e-06 0.05015952312
-0.00625 0.00175 -0.01275 3.72111e-05 -1.04185e-05 0.05015987157
-0.00625 0.00225 -0.01275 3.72119e-05 -1.3396e-05 0.05016033617
-0.00625 0.00275 -0.01275 3.7213e-05 -1.63732e-05 0.05016091694
-0.00575 -0.00375 -0.01275 3.42361e-05 2.23272e-05 0.050161033
-0.00575 -0.00325 -0.01275 3.42351e-05 1.93495e-05 0.05016021992
-0.00575 -0.00275 -0.01275 3.42335e-05 1.63717e-05 0.05015952302
-0.00575 -0.00225 -0.01275 3.42327e-05 1.33944e-05 0.05015894229
-0.00575 -0.00175 -0.01275 3.42317e-05 1.04185e-05 0.05015847772
-0.00575 -0.00125 -0.01275 3.42316e-05 7.44158e-06 0.05015812929
-0.00575 -0.00075 -0.01275 3.42307e-05 4.46443e-06 0.05015789702
-0.00575 -0.00025 -0.01275 3.42309e-05 1.48854e-06 0.05015778088
-0.00575 0.00025 -0.01275 3.42305e-05 -1.48884e-06 0.05015778088
-0.00575 0.00075 -0.01275 3.42306e-05 -4.46429e-06 0.05015789702
-0.00575 0.00125 -0.01275 3.4231e-05 -7.44109e-06 0.0501581293
-0.00575 0.00175 -0.01275 3.42314e-05 -1.04185e-05 0.05015847772
-0.00575 0.00225 -0.01275 3.42326e-05 -1.33947e-05 0.05015894229
-0.00575 0.00275 -0.01275 3.42335e-05 -1.63718e-05 0.05015952302
-0.00575 0.00325 -0.01275 3.42347e-05 -1.93492e-05 0.05016021992
-0.00575 0.00375 -0.01275 3.42359e-05 -2.23265e-05 0.050161033
-0.00525 -0.00425 -0.01275 3.12588e-05 2.53032e-05 0.05016068443
-0.00525 -0.00375 -0.01275 3.1257e-05 2.23257e-05 0.05015975522
-0.00525 -0.00325 -0.01275 3.12562e-05 1.9348e-05 0.05015894219
-0.00525 -0.00275 -0.01275 3.12546e-05 1.6371e-05 0.05015824534
-0.00525 -0.00225 -0.01275 3.12541e-05 1.33939e-05 0.05015766464
-0.00525 -0.00175 -0.01275 3.12532e-05 1.04176e-05 0.0501572001
-0.00525 -0.00125 -0.01275 3.12527e-05 7.44069e-06 0.0501568517
-0.00525 -0.00075 -0.01275 3.12523e-05 4.46477e-06 0.05015661944
-0.00525 -0.00025 -0.01275 3.12519e-05 1.48825e-06 0.05015650331
-0.00525 0.00025 -0.01275 3.12521e-05 -1.48799e-06 0.05015650331
-0.00525 0.00075 -0.01275 3.12522e-05 -4.46455e-06 0.05015661944
-0.00525 0.00125 -0.01275 3.12526e-05 -7.44051e-06 0.0501568517
-0.00525 0.00175 -0.01275 3.12533e-05 -1.04176e-05 0.0501572001
-0.00525 0.00225 -0.01275 3.12539e-05 -1.33936e-05 0.05015766464
-0.00525 0.00275 -0.01275 3.12552e-05 -1.63713e-05 0.05015824534
-0.00525 0.00325 -0.01275 3.12559e-05 -1.93478e-05 0.05015894219
-0.00525 0.00375 -0.01275 3.12573e-05 -2.23257e-05 0.05015975522
-0.00525 0.00425 -0.01275 3.12588e-05 -2.5304e-05 0.05016068444
-0.00475 -0.00475 -0.01275 2.82815e-05 2.82806e-05 0.05016056818
-0.00475 -0.00425 -0.01275 2.82801e-05 2.5302e-05 0.05015952282
-0.00475 -0.00375 -0.01275 2.82786e-05 2.23243e-05 0.05015859366
-0.00475 -0.00325 -0.01275 2.8278e-05 1.93468e-05 0.05015778068
-0.00475 -0.00275 -0.01275 2.82766e-05 1.637e-05 0.05015708386
-0.00475 -0.00225 -0.01275 2.8276e-05 1.33928e-05 0.0501565032
-0.00475 -0.00175 -0.01275 2.82756e-05 1.04166e-05 0.05015603869
-0.00475 -0.00125 -0.01275 2.82749e-05 7.44059e-06 0.05015569031
-0.00475 -0.00075 -0.01275 2.82744e-05 4.4647e-06 0.05015545806
-0.00475 -0.00025 -0.01275 2.82742e-05 1.4884e-06 0.05015534193
-0.00475 0.00025 -0.01275 2.82745e-05 -1.48838e-06 0.05015534193
-0.00475 0.00075 -0.01275 2.82745e-05 -4.46423e-06 0.05015545806
-0.00475 0.00125 -0.01275 2.82746e-05 -7.44056e-06 0.05015569031
-0.00475 0.00175 -0.01275 2.82753e-05 -1.04169e-05 0.05015603869
-0.00475 0.00225 -0.01275 2.8276e-05 -1.33928e-05 0.05015650321
-0.00475 0.00275 -0.01275 2.82766e-05 -1.63699e-05 0.05015708387
-0.00475 0.00325 -0.01275 2.82779e-05 -1.9347e-05 0.05015778068
-0.00475 0.00375 -0.01275 2.82786e-05 -2.23246e-05 0.05015859366
-0.00475 0.00425 -0.01275 2.82798e-05 -2.53025e-05 0.05015952283
-0.00475 0.00475 -0.01275 2.82815e-05 -2.82807e-05 0.05016056818
-0.00425 -0.00525 -0.01275 2.53046e-05 3.12573e-05 0.05016068423
-0.00425 -0.00475 -0.01275 2.53033e-05 2.82789e-05 0.05015952272
-0.00425 -0.00425 -0.01275 2.53022e-05 2.53007e-05 0.05015847742
-0.00425 -0.00375 -0.01275 2.53008e-05 2.2323e-05 0.0501575483
-0.00425 -0.00325 -0.01275 2.53001e-05 1.93457e-05 0.05015673537
-0.00425 -0.00275 -0.01275 2.5299e-05 1.63693e-05 0.05015603859
-0.00425 -0.00225 -0.01275 2.52984e-05 1.33923e-05 0.05015545796
-0.00425 -0.00175 -0.01275 2.52975e-05 1.04168e-05 0.05015499346
-0.00425 -0.00125 -0.01275 2.52975e-05 7.44046e-06 0.0501546451
-0.00425 -0.00075 -0.01275 2.5297e-05 4.46317e-06 0.05015441286
-0.00425 -0.00025 -0.01275 2.52967e-05 1.48837e-06 0.05015429675
-0.00425 0.00025 -0.01275 2.52968e-05 -1.48826e-06 0.05015429675
-0.00425 0.00075 -0.01275 2.5297e-05 -4.46342e-06 0.05015441286
-0.00425 0.00125 -0.01275 2.52972e-05 -7.44003e-06 0.0501546451
-0.00425 0.00175 -0.01275 2.52978e-05 -1.04166e-05 0.05015499347
-0.00425 0.00225 -0.01275 2.52986e-05 -1.33924e-05 0.05015545796
-0.00425 0.00275 -0.01275 2.52991e-05 -1.63694e-05 0.05015603859
-0.00425 0.00325 -0.01275 2.52999e-05 -1.93463e-05 0.05015673537
-0.00425 0.00375 -0.01275 2.53006e-05 -2.23232e-05 0.05015754831
-0.00425 0.00425 -0.01275 2.53021e-05 -2.53002e-05 0.05015847742
-0.00425 0.00475 -0.01275 2.53034e-05 -2.8279e-05 0.05015952273
-0.00425 0.00525 -0.01275 2.53049e-05 -3.12571e-05 0.05016068423
-0.00375 -0.00575 -0.01275 2.23282e-05 3.4235e-05 0.0501610326
-0.00375 -0.00525 -0.01275 2.23266e-05 3.12556e-05 0.05015975492
-0.00375 -0.00475 -0.01275 2.23257e-05 2.82779e-05 0.05015859346
-0.00375 -0.00425 -0.01275 2.23247e-05 2.53004e-05 0.0501575482
-0.00375 -0.00375 -0.01275 2.23236e-05 2.23222e-05 0.05015661913
-0.00375 -0.00325 -0.01275 2.23226e-05 1.93452e-05 0.05015580623
-0.00375 -0.00275 -0.01275 2.23219e-05 1.63687e-05 0.05015510948
-0.00375 -0.00225 -0.01275 2.23216e-05 1.33921e-05 0.05015452888
-0.00375 -0.00175 -0.01275 2.23206e-05 1.0416e-05 0.05015406441
-0.00375 -0.00125 -0.01275 2.23205e-05 7.43961e-06 0.05015371606
-0.00375 -0.00075 -0.01275 2.23201e-05 4.46373e-06 0.05015348384
-0.00375 -0.00025 -0.01275 2.232e-05 1.48772e-06 0.05015336772
-0.00375 0.00025 -0.01275 2.232e-05 -1.48762e-06 0.05015336772
-0.00375 0.00075 -0.01275 2.23198e-05 -4.4638e-06 0.05015348384
-0.00375 0.00125 -0.01275 2.232e-05 -7.43948e-06 0.05015371606
-0.00375 0.00175 -0.01275 2.23212e-05 -1.0416e-05 0.05015406441
-0.00375 0.00225 -0.01275 2.2321e-05 -1.33923e-05 0.05015452888
-0.00375 0.00275 -0.01275 2.23216e-05 -1.63685e-05 0.05015510949
-0.00375 0.00325 -0.01275 2.23225e-05 -1.93452e-05 0.05015580623
-0.00375 0.00375 -0.01275 2.23236e-05 -2.23216e-05 0.05015661914
-0.00375 0.00425 -0.01275 2.23246e-05 -2.52997e-05 0.05015754821
-0.00375 0.00475 -0.01275 2.23259e-05 -2.82783e-05 0.05015859346
-0.00375 0.00525 -0.01275 2.23267e-05 -3.12559e-05 0.05015975492
-0.00375 0.00575 -0.01275 2.23286e-05 -3.42352e-05 0.0501610326
-0.00325 -0.00575 -0.01275 1.9351e-05 3.42338e-05 0.05016021942
-0.00325 -0.00525 -0.01275 1.93493e-05 3.12543e-05 0.05015894179
-0.00325 -0.00475 -0.01275 1.93483e-05 2.82764e-05 0.05015778038
-0.00325 -0.00425 -0.01275 1.93473e-05 2.52987e-05 0.05015673516
-0.00325 -0.00375 -0.01275 1.93459e-05 2.2321e-05 0.05015580613
-0.00325 -0.00325 -0.01275 1.93455e-05 1.9344e-05 0.05015499326
-0.00325 -0.00275 -0.01275 1.93446e-05 1.63675e-05 0.05015429654
-0.00325 -0.00225 -0.01275 1.93447e-05 1.33916e-05 0.05015371596
-0.00325 -0.00175 -0.01275 1.93442e-05 1.04156e-05 0.05015325151
-0.00325 -0.00125 -0.01275 1.93435e-05 7.43937e-06 0.05015290318
-0.00325 -0.00075 -0.01275 1.93433e-05 4.46328e-06 0.05015267096
-0.00325 -0.00025 -0.01275 1.93434e-05 1.48791e-06 0.05015255485
-0.00325 0.00025 -0.01275 1.93433e-05 -1.48837e-06 0.05015255485
-0.00325 0.00075 -0.01275 1.93436e-05 -4.4633e-06 0.05015267096
-0.00325 0.00125 -0.01275 1.93438e-05 -7.43934e-06 0.05015290318
-0.00325 0.00175 -0.01275 1.93435e-05 -1.04155e-05 0.05015325151
-0.00325 0.00225 -0.01275 1.93446e-05 -1.33913e-05 0.05015371596
-0.00325 0.00275 -0.01275 1.93449e-05 -1.63681e-05 0.05015429654
-0.00325 0.00325 -0.01275 1.93458e-05 -1.93445e-05 0.05015499326
-0.00325 0.00375 -0.01275 1.93464e-05 -2.23214e-05 0.05015580613
-0.00325 0.00425 -0.01275 1.93472e-05 -2.52986e-05 0.05015673517
-0.00325 0.00475 -0.01275 1.93482e-05 -2.82763e-05 0.05015778038
-0.00325 0.00525 -0.01275 1.93494e-05 -3.12547e-05 0.05015894179
-0.00325 0.00575 -0.01275 1.93507e-05 -3.42335e-05 0.05016021942
-0.00275 -0.00625 -0.01275 1.63744e-05 3.72115e-05 0.05016091624
-0.00275 -0.00575 -0.01275 1.6373e-05 3.4232e-05 0.05015952242
-0.00275 -0.00525 -0.01275 1.63725e-05 3.12535e-05 0.05015824483
-0.00275 -0.00475 -0.01275 1.63713e-05 2.82756e-05 0.05015708346
-0.00275 -0.00425 -0.01275 1.63705e-05 2.52982e-05 0.05015603828
-0.00275 -0.00375 -0.01275 1.63693e-05 2.23208e-05 0.05015510928
-0.00275 -0.00325 -0.01275 1.6369e-05 1.93438e-05 0.05015429644
-0.00275 -0.00275 -0.01275 1.63684e-05 1.63671e-05 0.05015359974
-0.00275 -0.00225 -0.01275 1.63682e-05 1.33911e-05 0.05015301918
-0.00275 -0.00175 -0.01275 1.63677e-05 1.04143e-05 0.05015255475
-0.00275 -0.00125 -0.01275 1.63672e-05 7.4392e-06 0.05015220643
-0.00275 -0.00075 -0.01275 1.63668e-05 4.46352e-06 0.05015197422
-0.00275 -0.00025 -0.01275 1.63671e-05 1.48796e-06 0.05015185811
